2021-07-13 10:04:45 startup archives install
2021-07-13 10:07:50 configure libsystemd0:amd64 245.4-4ubuntu3.7 <none>
2021-07-13 10:07:50 status unpacked libsystemd0:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 status half-configured libsystemd0:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 status installed libsystemd0:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libudev1:amd64 245.4-4ubuntu3 245.4-4ubuntu3.7
2021-07-13 10:07:50 status half-configured libudev1:amd64 245.4-4ubuntu3
2021-07-13 10:07:50 status unpacked libudev1:amd64 245.4-4ubuntu3
2021-07-13 10:07:50 status half-installed libudev1:amd64 245.4-4ubuntu3
2021-07-13 10:07:50 status unpacked libudev1:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libudev1:amd64 245.4-4ubuntu3.7 <none>
2021-07-13 10:07:50 status unpacked libudev1:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 status half-configured libudev1:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 status installed libudev1:amd64 245.4-4ubuntu3.7
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libzstd1:amd64 1.4.4+dfsg-3 1.4.4+dfsg-3ubuntu0.1
2021-07-13 10:07:50 status half-configured libzstd1:amd64 1.4.4+dfsg-3
2021-07-13 10:07:50 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2021-07-13 10:07:50 status half-installed libzstd1:amd64 1.4.4+dfsg-3
2021-07-13 10:07:50 status unpacked libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1 <none>
2021-07-13 10:07:50 status unpacked libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2021-07-13 10:07:50 status half-configured libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2021-07-13 10:07:50 status installed libzstd1:amd64 1.4.4+dfsg-3ubuntu0.1
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 1:1.2.11.dfsg-2ubuntu1.2
2021-07-13 10:07:50 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:50 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:50 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:50 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2 <none>
2021-07-13 10:07:50 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2021-07-13 10:07:50 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2021-07-13 10:07:50 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1.2
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libapt-pkg6.0:amd64 2.0.2 2.0.6
2021-07-13 10:07:50 status half-configured libapt-pkg6.0:amd64 2.0.2
2021-07-13 10:07:50 status unpacked libapt-pkg6.0:amd64 2.0.2
2021-07-13 10:07:50 status half-installed libapt-pkg6.0:amd64 2.0.2
2021-07-13 10:07:50 status unpacked libapt-pkg6.0:amd64 2.0.6
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libapt-pkg6.0:amd64 2.0.6 <none>
2021-07-13 10:07:50 status unpacked libapt-pkg6.0:amd64 2.0.6
2021-07-13 10:07:50 status half-configured libapt-pkg6.0:amd64 2.0.6
2021-07-13 10:07:50 status installed libapt-pkg6.0:amd64 2.0.6
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade gpgv:amd64 2.2.19-3ubuntu2 2.2.19-3ubuntu2.1
2021-07-13 10:07:50 status half-configured gpgv:amd64 2.2.19-3ubuntu2
2021-07-13 10:07:50 status unpacked gpgv:amd64 2.2.19-3ubuntu2
2021-07-13 10:07:50 status half-installed gpgv:amd64 2.2.19-3ubuntu2
2021-07-13 10:07:50 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure gpgv:amd64 2.2.19-3ubuntu2.1 <none>
2021-07-13 10:07:50 status unpacked gpgv:amd64 2.2.19-3ubuntu2.1
2021-07-13 10:07:50 status half-configured gpgv:amd64 2.2.19-3ubuntu2.1
2021-07-13 10:07:50 status installed gpgv:amd64 2.2.19-3ubuntu2.1
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libnettle7:amd64 3.5.1+really3.5.1-2 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 status half-configured libnettle7:amd64 3.5.1+really3.5.1-2
2021-07-13 10:07:50 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2
2021-07-13 10:07:50 status half-installed libnettle7:amd64 3.5.1+really3.5.1-2
2021-07-13 10:07:50 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2 <none>
2021-07-13 10:07:50 status unpacked libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 status half-configured libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 status installed libnettle7:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libhogweed5:amd64 3.5.1+really3.5.1-2 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 status half-configured libhogweed5:amd64 3.5.1+really3.5.1-2
2021-07-13 10:07:50 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2
2021-07-13 10:07:50 status half-installed libhogweed5:amd64 3.5.1+really3.5.1-2
2021-07-13 10:07:50 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2 <none>
2021-07-13 10:07:50 status unpacked libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 status half-configured libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 status installed libhogweed5:amd64 3.5.1+really3.5.1-2ubuntu0.2
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libp11-kit0:amd64 0.23.20-1build1 0.23.20-1ubuntu0.1
2021-07-13 10:07:50 status half-configured libp11-kit0:amd64 0.23.20-1build1
2021-07-13 10:07:50 status unpacked libp11-kit0:amd64 0.23.20-1build1
2021-07-13 10:07:50 status half-installed libp11-kit0:amd64 0.23.20-1build1
2021-07-13 10:07:50 status unpacked libp11-kit0:amd64 0.23.20-1ubuntu0.1
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libp11-kit0:amd64 0.23.20-1ubuntu0.1 <none>
2021-07-13 10:07:50 status unpacked libp11-kit0:amd64 0.23.20-1ubuntu0.1
2021-07-13 10:07:50 status half-configured libp11-kit0:amd64 0.23.20-1ubuntu0.1
2021-07-13 10:07:50 status installed libp11-kit0:amd64 0.23.20-1ubuntu0.1
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libgnutls30:amd64 3.6.13-2ubuntu1 3.6.13-2ubuntu1.3
2021-07-13 10:07:50 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1
2021-07-13 10:07:50 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1
2021-07-13 10:07:50 status half-installed libgnutls30:amd64 3.6.13-2ubuntu1
2021-07-13 10:07:51 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.3
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure libgnutls30:amd64 3.6.13-2ubuntu1.3 <none>
2021-07-13 10:07:51 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.3
2021-07-13 10:07:51 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1.3
2021-07-13 10:07:51 status installed libgnutls30:amd64 3.6.13-2ubuntu1.3
2021-07-13 10:07:51 startup archives unpack
2021-07-13 10:07:51 upgrade libseccomp2:amd64 2.4.3-1ubuntu1 2.5.1-1ubuntu1~20.04.1
2021-07-13 10:07:51 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2021-07-13 10:07:51 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2021-07-13 10:07:51 status half-installed libseccomp2:amd64 2.4.3-1ubuntu1
2021-07-13 10:07:51 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.1
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure libseccomp2:amd64 2.5.1-1ubuntu1~20.04.1 <none>
2021-07-13 10:07:51 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.1
2021-07-13 10:07:51 status half-configured libseccomp2:amd64 2.5.1-1ubuntu1~20.04.1
2021-07-13 10:07:51 status installed libseccomp2:amd64 2.5.1-1ubuntu1~20.04.1
2021-07-13 10:07:51 startup archives unpack
2021-07-13 10:07:51 upgrade apt:amd64 2.0.2 2.0.6
2021-07-13 10:07:51 status half-configured apt:amd64 2.0.2
2021-07-13 10:07:51 status unpacked apt:amd64 2.0.2
2021-07-13 10:07:51 status half-installed apt:amd64 2.0.2
2021-07-13 10:07:51 status unpacked apt:amd64 2.0.6
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure apt:amd64 2.0.6 <none>
2021-07-13 10:07:51 status unpacked apt:amd64 2.0.6
2021-07-13 10:07:51 status half-configured apt:amd64 2.0.6
2021-07-13 10:07:51 status installed apt:amd64 2.0.6
2021-07-13 10:07:51 startup archives unpack
2021-07-13 10:07:51 upgrade libpam0g:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam0g:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam0g:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status half-installed libpam0g:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure libpam0g:amd64 1.3.1-5ubuntu4.2 <none>
2021-07-13 10:07:51 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam0g:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status installed libpam0g:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup archives unpack
2021-07-13 10:07:51 upgrade libpam-modules-bin:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure libpam-modules-bin:amd64 1.3.1-5ubuntu4.2 <none>
2021-07-13 10:07:51 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status installed libpam-modules-bin:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup archives unpack
2021-07-13 10:07:51 upgrade libpam-modules:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure libpam-modules:amd64 1.3.1-5ubuntu4.2 <none>
2021-07-13 10:07:51 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status installed libpam-modules:amd64 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup archives unpack
2021-07-13 10:07:51 upgrade mount:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:51 status half-configured mount:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:51 status unpacked mount:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:51 status half-installed mount:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:51 status unpacked mount:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:51 upgrade libpam-runtime:all 1.3.1-5ubuntu4 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam-runtime:all 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2021-07-13 10:07:51 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2021-07-13 10:07:51 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 startup packages configure
2021-07-13 10:07:51 configure libpam-runtime:all 1.3.1-5ubuntu4.2 <none>
2021-07-13 10:07:51 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.2
2021-07-13 10:07:51 status half-configured libpam-runtime:all 1.3.1-5ubuntu4.2
2021-07-13 10:07:52 status installed libpam-runtime:all 1.3.1-5ubuntu4.2
2021-07-13 10:07:52 startup archives unpack
2021-07-13 10:07:52 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:52 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2021-07-13 10:07:52 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2021-07-13 10:07:52 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2021-07-13 10:07:52 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:52 startup packages configure
2021-07-13 10:07:52 configure passwd:amd64 1:4.8.1-1ubuntu5.20.04 <none>
2021-07-13 10:07:52 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:52 status half-configured passwd:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:52 status installed passwd:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:52 startup archives unpack
2021-07-13 10:07:52 upgrade libprocps8:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:52 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:52 status half-installed libprocps8:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:52 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:52 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:52 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:52 status unpacked procps:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 startup packages configure
2021-07-13 10:07:52 configure libfdisk1:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:52 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 status installed libfdisk1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 configure mount:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:52 status unpacked mount:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 status half-configured mount:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 status installed mount:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 configure libprocps8:amd64 2:3.3.16-1ubuntu2.2 <none>
2021-07-13 10:07:52 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 status installed libprocps8:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 configure fdisk:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:52 status unpacked fdisk:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 status half-configured fdisk:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 status installed fdisk:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:52 configure procps:amd64 2:3.3.16-1ubuntu2.2 <none>
2021-07-13 10:07:52 status unpacked procps:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 status half-configured procps:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 status installed procps:amd64 2:3.3.16-1ubuntu2.2
2021-07-13 10:07:52 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-07-13 10:07:52 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:52 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:32:39 startup archives unpack
2021-08-21 02:32:39 install libmagic-mgc:amd64 <none> 1:5.38-4
2021-08-21 02:32:39 status half-installed libmagic-mgc:amd64 1:5.38-4
2021-08-21 02:32:39 status unpacked libmagic-mgc:amd64 1:5.38-4
2021-08-21 02:32:39 install libmagic1:amd64 <none> 1:5.38-4
2021-08-21 02:32:39 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:32:39 status half-installed libmagic1:amd64 1:5.38-4
2021-08-21 02:32:40 status unpacked libmagic1:amd64 1:5.38-4
2021-08-21 02:32:40 install file:amd64 <none> 1:5.38-4
2021-08-21 02:32:40 status half-installed file:amd64 1:5.38-4
2021-08-21 02:32:40 status unpacked file:amd64 1:5.38-4
2021-08-21 02:32:40 install libbsd0:amd64 <none> 0.10.0-1
2021-08-21 02:32:40 status half-installed libbsd0:amd64 0.10.0-1
2021-08-21 02:32:40 status unpacked libbsd0:amd64 0.10.0-1
2021-08-21 02:32:40 install mime-support:all <none> 3.64ubuntu1
2021-08-21 02:32:40 status half-installed mime-support:all 3.64ubuntu1
2021-08-21 02:32:40 status unpacked mime-support:all 3.64ubuntu1
2021-08-21 02:32:40 install xz-utils:amd64 <none> 5.2.4-1ubuntu1
2021-08-21 02:32:40 status half-installed xz-utils:amd64 5.2.4-1ubuntu1
2021-08-21 02:32:40 status unpacked xz-utils:amd64 5.2.4-1ubuntu1
2021-08-21 02:32:40 install libidn11:amd64 <none> 1.33-2.2ubuntu2
2021-08-21 02:32:40 status half-installed libidn11:amd64 1.33-2.2ubuntu2
2021-08-21 02:32:40 status unpacked libidn11:amd64 1.33-2.2ubuntu2
2021-08-21 02:32:40 install lynx-common:all <none> 2.9.0dev.5-1
2021-08-21 02:32:40 status half-installed lynx-common:all 2.9.0dev.5-1
2021-08-21 02:32:41 status unpacked lynx-common:all 2.9.0dev.5-1
2021-08-21 02:32:41 install lynx:amd64 <none> 2.9.0dev.5-1
2021-08-21 02:32:41 status half-installed lynx:amd64 2.9.0dev.5-1
2021-08-21 02:32:41 status unpacked lynx:amd64 2.9.0dev.5-1
2021-08-21 02:32:41 startup packages configure
2021-08-21 02:32:41 configure mime-support:all 3.64ubuntu1 <none>
2021-08-21 02:32:41 status unpacked mime-support:all 3.64ubuntu1
2021-08-21 02:32:41 status half-configured mime-support:all 3.64ubuntu1
2021-08-21 02:32:41 status installed mime-support:all 3.64ubuntu1
2021-08-21 02:32:41 configure libmagic-mgc:amd64 1:5.38-4 <none>
2021-08-21 02:32:41 status unpacked libmagic-mgc:amd64 1:5.38-4
2021-08-21 02:32:41 status half-configured libmagic-mgc:amd64 1:5.38-4
2021-08-21 02:32:41 status installed libmagic-mgc:amd64 1:5.38-4
2021-08-21 02:32:41 configure libmagic1:amd64 1:5.38-4 <none>
2021-08-21 02:32:41 status unpacked libmagic1:amd64 1:5.38-4
2021-08-21 02:32:41 status half-configured libmagic1:amd64 1:5.38-4
2021-08-21 02:32:41 status installed libmagic1:amd64 1:5.38-4
2021-08-21 02:32:41 configure file:amd64 1:5.38-4 <none>
2021-08-21 02:32:41 status unpacked file:amd64 1:5.38-4
2021-08-21 02:32:41 status half-configured file:amd64 1:5.38-4
2021-08-21 02:32:41 status installed file:amd64 1:5.38-4
2021-08-21 02:32:41 configure libidn11:amd64 1.33-2.2ubuntu2 <none>
2021-08-21 02:32:41 status unpacked libidn11:amd64 1.33-2.2ubuntu2
2021-08-21 02:32:41 status half-configured libidn11:amd64 1.33-2.2ubuntu2
2021-08-21 02:32:41 status installed libidn11:amd64 1.33-2.2ubuntu2
2021-08-21 02:32:41 configure xz-utils:amd64 5.2.4-1ubuntu1 <none>
2021-08-21 02:32:41 status unpacked xz-utils:amd64 5.2.4-1ubuntu1
2021-08-21 02:32:41 status half-configured xz-utils:amd64 5.2.4-1ubuntu1
2021-08-21 02:32:41 status installed xz-utils:amd64 5.2.4-1ubuntu1
2021-08-21 02:32:41 configure lynx-common:all 2.9.0dev.5-1 <none>
2021-08-21 02:32:41 status unpacked lynx-common:all 2.9.0dev.5-1
2021-08-21 02:32:41 status half-configured lynx-common:all 2.9.0dev.5-1
2021-08-21 02:32:41 status installed lynx-common:all 2.9.0dev.5-1
2021-08-21 02:32:41 configure libbsd0:amd64 0.10.0-1 <none>
2021-08-21 02:32:41 status unpacked libbsd0:amd64 0.10.0-1
2021-08-21 02:32:41 status half-configured libbsd0:amd64 0.10.0-1
2021-08-21 02:32:41 status installed libbsd0:amd64 0.10.0-1
2021-08-21 02:32:41 configure lynx:amd64 2.9.0dev.5-1 <none>
2021-08-21 02:32:41 status unpacked lynx:amd64 2.9.0dev.5-1
2021-08-21 02:32:41 status half-configured lynx:amd64 2.9.0dev.5-1
2021-08-21 02:32:42 status installed lynx:amd64 2.9.0dev.5-1
2021-08-21 02:32:42 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-08-21 02:32:42 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:32:42 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:33:01 startup archives unpack
2021-08-21 02:33:01 install libcap2:amd64 <none> 1:2.32-1
2021-08-21 02:33:01 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:33:01 status half-installed libcap2:amd64 1:2.32-1
2021-08-21 02:33:01 status unpacked libcap2:amd64 1:2.32-1
2021-08-21 02:33:01 install libcap2-bin:amd64 <none> 1:2.32-1
2021-08-21 02:33:01 status half-installed libcap2-bin:amd64 1:2.32-1
2021-08-21 02:33:01 status unpacked libcap2-bin:amd64 1:2.32-1
2021-08-21 02:33:01 install iputils-ping:amd64 <none> 3:20190709-3
2021-08-21 02:33:01 status half-installed iputils-ping:amd64 3:20190709-3
2021-08-21 02:33:01 status unpacked iputils-ping:amd64 3:20190709-3
2021-08-21 02:33:01 install libpam-cap:amd64 <none> 1:2.32-1
2021-08-21 02:33:01 status half-installed libpam-cap:amd64 1:2.32-1
2021-08-21 02:33:01 status unpacked libpam-cap:amd64 1:2.32-1
2021-08-21 02:33:01 startup packages configure
2021-08-21 02:33:01 configure libcap2:amd64 1:2.32-1 <none>
2021-08-21 02:33:01 status unpacked libcap2:amd64 1:2.32-1
2021-08-21 02:33:01 status half-configured libcap2:amd64 1:2.32-1
2021-08-21 02:33:01 status installed libcap2:amd64 1:2.32-1
2021-08-21 02:33:01 configure libcap2-bin:amd64 1:2.32-1 <none>
2021-08-21 02:33:01 status unpacked libcap2-bin:amd64 1:2.32-1
2021-08-21 02:33:01 status half-configured libcap2-bin:amd64 1:2.32-1
2021-08-21 02:33:01 status installed libcap2-bin:amd64 1:2.32-1
2021-08-21 02:33:01 configure libpam-cap:amd64 1:2.32-1 <none>
2021-08-21 02:33:01 status unpacked libpam-cap:amd64 1:2.32-1
2021-08-21 02:33:01 status half-configured libpam-cap:amd64 1:2.32-1
2021-08-21 02:33:02 status installed libpam-cap:amd64 1:2.32-1
2021-08-21 02:33:02 configure iputils-ping:amd64 3:20190709-3 <none>
2021-08-21 02:33:02 status unpacked iputils-ping:amd64 3:20190709-3
2021-08-21 02:33:02 status half-configured iputils-ping:amd64 3:20190709-3
2021-08-21 02:33:02 status installed iputils-ping:amd64 3:20190709-3
2021-08-21 02:33:02 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-08-21 02:33:02 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:33:02 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-08-21 02:37:36 startup archives unpack
2021-08-21 02:37:36 install nano:amd64 <none> 4.8-1ubuntu1
2021-08-21 02:37:36 status half-installed nano:amd64 4.8-1ubuntu1
2021-08-21 02:37:36 status unpacked nano:amd64 4.8-1ubuntu1
2021-08-21 02:37:36 startup packages configure
2021-08-21 02:37:36 configure nano:amd64 4.8-1ubuntu1 <none>
2021-08-21 02:37:36 status unpacked nano:amd64 4.8-1ubuntu1
2021-08-21 02:37:37 status half-configured nano:amd64 4.8-1ubuntu1
2021-08-21 02:37:37 status installed nano:amd64 4.8-1ubuntu1
